monoisotope,isotope_1,isotope_2,isotope_type_1,isotope_type_2,charge_1,charge_2
1678.73561560268,1679.73444484288,0.0,1.0,0.0,1.0,0.0
1680.76350015741,0.0,0.0,0.0,0.0,0.0,0.0
1681.8017739211,0.0,0.0,0.0,0.0,0.0,0.0
1682.80734935656,1683.79526356006,0.0,1.0,0.0,1.0,0.0
1684.76965998758,0.0,0.0,0.0,0.0,0.0,0.0
1685.76744674998,0.0,0.0,0.0,0.0,0.0,0.0
1686.7632797505,0.0,0.0,0.0,0.0,0.0,0.0
1687.75480069395,1688.76759454284,1689.76881673436,1.0,1.0,1.0,1.0
1690.7540306354,1691.73358190915,0.0,1.0,0.0,1.0,0.0
1692.76133584465,0.0,0.0,0.0,0.0,0.0,0.0
1693.77258422227,1694.77420364723,0.0,1.0,0.0,1.0,0.0
1695.77915205999,0.0,0.0,0.0,0.0,0.0,0.0
1696.77771094164,0.0,0.0,0.0,0.0,0.0,0.0
1697.78659344805,0.0,0.0,0.0,0.0,0.0,0.0
1698.79294011107,1699.78422184645,0.0,1.0,0.0,1.0,0.0
1700.77556984898,0.0,0.0,0.0,0.0,0.0,0.0
1701.76580353273,0.0,0.0,0.0,0.0,0.0,0.0
1702.76748986541,0.0,0.0,0.0,0.0,0.0,0.0
1703.79411826461,0.0,0.0,0.0,0.0,0.0,0.0
1704.7878351435,1705.7880707758,0.0,1.0,0.0,1.0,0.0
1706.76692495538,0.0,0.0,0.0,0.0,0.0,0.0
1707.76408872561,0.0,0.0,0.0,0.0,0.0,0.0
1708.78273080645,0.0,0.0,0.0,0.0,0.0,0.0
1709.78765294931,0.0,0.0,0.0,0.0,0.0,0.0
1710.78764945622,0.0,0.0,0.0,0.0,0.0,0.0
1711.77608332466,0.0,0.0,0.0,0.0,0.0,0.0
1713.75262716713,0.0,0.0,0.0,0.0,0.0,0.0
1714.76169109293,0.0,0.0,0.0,0.0,0.0,0.0
1715.77953445184,1716.76857879784,0.0,1.0,0.0,1.0,0.0
1717.77016709878,1718.77113317982,0.0,1.0,0.0,1.0,0.0
1719.79520395582,1720.79603406637,0.0,1.0,0.0,1.0,0.0
1721.78316830314,0.0,0.0,0.0,0.0,0.0,0.0
1722.77456692415,1723.759854406,0.0,1.0,0.0,1.0,0.0
1724.79601712845,0.0,0.0,0.0,0.0,0.0,0.0
1725.78870913701,1726.79343968493,0.0,1.0,0.0,1.0,0.0
1727.79076504127,0.0,0.0,0.0,0.0,0.0,0.0
1728.79325142647,0.0,0.0,0.0,0.0,0.0,0.0
1729.77835137588,0.0,0.0,0.0,0.0,0.0,0.0
1730.77383608961,0.0,0.0,0.0,0.0,0.0,0.0
1731.77794664581,1732.77189211714,0.0,1.0,0.0,1.0,0.0
1733.77507035819,0.0,0.0,0.0,0.0,0.0,0.0
1736.76753922308,1738.77310514643,0.0,2.0,0.0,1.0,0.0
1737.76526865177,1739.76840233139,0.0,2.0,0.0,1.0,0.0
1741.7791037381,0.0,0.0,0.0,0.0,0.0,0.0
1742.78046698977,0.0,0.0,0.0,0.0,0.0,0.0
1743.77411650145,0.0,0.0,0.0,0.0,0.0,0.0
1750.79067009785,0.0,0.0,0.0,0.0,0.0,0.0
1753.771694203,1754.77627056064,0.0,1.0,0.0,1.0,0.0
1767.86145735564,1768.87118289776,0.0,1.0,0.0,1.0,0.0
1769.85344746391,0.0,0.0,0.0,0.0,0.0,0.0
1772.79163818584,1773.78745048227,0.0,1.0,0.0,1.0,0.0
1774.7886099265,0.0,0.0,0.0,0.0,0.0,0.0
1775.79214768235,0.0,0.0,0.0,0.0,0.0,0.0
1781.85676076559,1782.85963474594,0.0,1.0,0.0,1.0,0.0
1783.83642498712,0.0,0.0,0.0,0.0,0.0,0.0
1789.82945247952,0.0,0.0,0.0,0.0,0.0,0.0
1790.8320596712,0.0,0.0,0.0,0.0,0.0,0.0
1794.7822799637,0.0,0.0,0.0,0.0,0.0,0.0
1795.78572866594,0.0,0.0,0.0,0.0,0.0,0.0
1796.7901961233,0.0,0.0,0.0,0.0,0.0,0.0
1803.8458049972,1804.84643899888,0.0,1.0,0.0,1.0,0.0
1810.79240021178,0.0,0.0,0.0,0.0,0.0,0.0
1811.80259103001,1812.81775658532,0.0,1.0,0.0,1.0,0.0
1829.9023095893,0.0,0.0,0.0,0.0,0.0,0.0
1830.87698549008,1831.89396831972,0.0,1.0,0.0,1.0,0.0
1832.86603584422,0.0,0.0,0.0,0.0,0.0,0.0
1833.83378389442,0.0,0.0,0.0,0.0,0.0,0.0
1839.83824420833,0.0,0.0,0.0,0.0,0.0,0.0
1840.84176066024,0.0,0.0,0.0,0.0,0.0,0.0
1841.83803709564,0.0,0.0,0.0,0.0,0.0,0.0
1842.85729799685,0.0,0.0,0.0,0.0,0.0,0.0
1851.8703629276,0.0,0.0,0.0,0.0,0.0,0.0
1852.88313371193,0.0,0.0,0.0,0.0,0.0,0.0
1853.87162019974,1854.8612927865,0.0,1.0,0.0,1.0,0.0
1855.88934578017,0.0,0.0,0.0,0.0,0.0,0.0
1856.90489563029,0.0,0.0,0.0,0.0,0.0,0.0
1857.89476456181,0.0,0.0,0.0,0.0,0.0,0.0
1858.88531296479,0.0,0.0,0.0,0.0,0.0,0.0
1861.83701264824,0.0,0.0,0.0,0.0,0.0,0.0
1868.84955569336,0.0,0.0,0.0,0.0,0.0,0.0
1878.87407175489,1879.86902611887,0.0,1.0,0.0,1.0,0.0
1923.88784575111,1925.89329982173,0.0,2.0,0.0,1.0,0.0
1924.89158098496,0.0,0.0,0.0,0.0,0.0,0.0
1942.92281606111,1944.90877678588,0.0,2.0,0.0,1.0,0.0
1943.92586987529,0.0,0.0,0.0,0.0,0.0,0.0
1945.89202129771,0.0,0.0,0.0,0.0,0.0,0.0
1946.88942746453,1947.87917144528,0.0,1.0,0.0,1.0,0.0
1951.92836913296,0.0,0.0,0.0,0.0,0.0,0.0
1952.91463015266,0.0,0.0,0.0,0.0,0.0,0.0
1957.90460131217,0.0,0.0,0.0,0.0,0.0,0.0
1958.90128252925,0.0,0.0,0.0,0.0,0.0,0.0
1964.90820291116,0.0,0.0,0.0,0.0,0.0,0.0
1965.91743517663,1967.89198823215,0.0,2.0,0.0,1.0,0.0
1966.90180765758,0.0,0.0,0.0,0.0,0.0,0.0
1972.9097683462,0.0,0.0,0.0,0.0,0.0,0.0
1973.89037120207,0.0,0.0,0.0,0.0,0.0,0.0
1974.90200832194,0.0,0.0,0.0,0.0,0.0,0.0
1975.91676716202,0.0,0.0,0.0,0.0,0.0,0.0
1976.93916990299,0.0,0.0,0.0,0.0,0.0,0.0
1977.93143769373,0.0,0.0,0.0,0.0,0.0,0.0
1980.89031872785,1981.88000646765,0.0,1.0,0.0,1.0,0.0
1987.90213593679,0.0,0.0,0.0,0.0,0.0,0.0
1989.8954994641,0.0,0.0,0.0,0.0,0.0,0.0
2009.93231148652,0.0,0.0,0.0,0.0,0.0,0.0
2010.92962751342,0.0,0.0,0.0,0.0,0.0,0.0
2011.92359587027,0.0,0.0,0.0,0.0,0.0,0.0
2080.97944613919,0.0,0.0,0.0,0.0,0.0,0.0
2096.01637734543,0.0,0.0,0.0,0.0,0.0,0.0
2097.02745267586,0.0,0.0,0.0,0.0,0.0,0.0
2098.03567666852,0.0,0.0,0.0,0.0,0.0,0.0
2099.03936315716,0.0,0.0,0.0,0.0,0.0,0.0
2100.03038633696,0.0,0.0,0.0,0.0,0.0,0.0
2101.00266554368,0.0,0.0,0.0,0.0,0.0,0.0
2118.99140808966,0.0,0.0,0.0,0.0,0.0,0.0
2119.9989719053,2120.99276981021,0.0,1.0,0.0,1.0,0.0
2122.003058835,0.0,0.0,0.0,0.0,0.0,0.0
2135.97757510976,2136.99798457705,0.0,1.0,0.0,1.0,0.0
